"id","EnterpriseID","LAST","FIRST","MIDDLE","SUFFIX","DOB","GENDER","SSN","ADDRESS1","ADDRESS2","ZIP","MOTHERS_MAIDEN_NAME","MRN","CITY","STATE","PHONE","EMAIL","ALIAS","MIDINIT","M","D","Y","Weight"
"908","2529","15671674","CANGRO","SONIA","M","","12/8/1939","F","801-75-0686","1420 WASHINGTON AVE","AB","10456","","4812187","BRONX","NY","973-952-2892","","","M","12","8","1939","0.5915431"
"909","","","","","","","","","","","","","","","","","","","","","","","",""
"910"," 200","15428853","TOBIAS","GABRIEL","KEVIN","","12/2/1932","M","844-57-2948","49 HARDEN ST","PVT","11234","","4786751","BROOKLYN","NY","203-271-7684","","","K","12","2","1932",""
"911","1753","15740304","TOBIAS","GABRIEL","","","12/2/1935","M","","49 HARDEN ST","PH","11234","","4786765","BROOKLYN","NY","862-673-9372","GTOBIAS@AMGGT.COM","","","12","2","1935","0.5913027"
"912","","","","","","","","","","","","","","","","","","","","","","","",""
"913"," 708","15608646","JANSON","CHLOE","ELLA","","4/11/1985","F","828-54-8351","3198 3RD AVE","2FL","10451",""," 953848","BRONX","NY","203-668-7459","CJANSON@AMGGT.COM","","E","4","11","1985",""
"914","2258","15836542","JANSON","CHLOE","","","10/11/2014","F","","3198 3RD AVE","2FL","10451",""," 954061","BRONX","NY","203-668-7459","","","","10","11","2014","0.5911243"
"915","","","","","","","","","","","","","","","","","","","","","","","",""
"916"," 658","15449872","RAWALD","KATHLEEN A","","","10/10/1969","F","845-59-7017","2095 WEBSTER AVE","1A","10457","","1118301","BRONX","NY","959-756-1399","","","","10","10","1969",""
"917","2209","15647245","RAWALD","KATHLEEN A","","","9/4/1994","","","2093 WEBSTER AVE","1A","10457","","1118302","BRONX","NY","959-756-1399","KRAWALD@AMGGT.COM","","","9","4","1994","0.5910733"
"918","","","","","","","","","","","","","","","","","","","","","","","",""
"919","1426","15605376","MYRON","BRANDY","","","10/8/1992","F","","324 E 143RD ST","4B","10451",""," 842020","BRONX","NY","347-934-4672","","","","10","8","1992",""
"920","2959","15805351","MYRON","ADRIANNE","P","","10/8/1992","F","897-04-1300","324 E 143RD ST","4B","10451",""," 839364","BRONX","NY","","","","P","10","8","1992","0.5910631"
"921","","","","","","","","","","","","","","","","","","","","","","","",""
"922"," 775","15773287","MCATEER","MARY","","","10/27/1935","F","807-49-9652","64 JESUP PL","B2","10452","","4776342","BRONX","NY","551-214-3530","","","","10","27","1935",""
"923","2325","15925094","MCATEER","MARY","","","4/19/1962","F","","64 JESUP PL","B2","10452","","4776324","BRONX","NY","551-214-3530","MMCATEER@AMGGT.COM","","","4","19","1962","0.5909558"
"924","","","","","","","","","","","","","","","","","","","","","","","",""
"925"," 858","15411281","SIMS","DOUGLAS","","","10/11/1934","M","885-85-6774","2041 HOLLAND AVE","5D","10462","","4792730","BRONX","NY","959-569-1475","","","","10","11","1934",""
"926","2408","15564803","SIMS","DOUGLAS","VERNON","","8/5/1952","M","","2041 HOLLAND AVE","5D","10462","","4792746","BRONX","NY","959-569-1475","","","V","8","5","1952","0.5908212"
"927","","","","","","","","","","","","","","","","","","","","","","","",""
"928","1170","15422462","INSTINE","STEPHEN","","","6/7/1955","M","818-90-3183","2236 SEWARD AVE","2","10473","","1165625","BRONX","NY","959-873-4291","","","","6","7","1955",""
"929","2714","15614665","INSTINE","STEPHEN","L","","11/12/1978","M","","2236 SEWARD AVE","2","10473","","1165772","BRONX","NY","959-873-4291","","","L","11","12","1978","0.5908192"
"930","","","","","","","","","","","","","","","","","","","","","","","",""
"931"," 671","15998567","GRIFFIN","RICKEY","RUDY","","7/3/1948","M","891-43-1893","1339 LELAND AVE","2","10472","","1131176","BRONX","NY","201-711-1254","","","R","7","3","1948",""
"932","2221","16002432","GRIFFIN","RICKEY","CHARLES","","11/19/1957","M","","1339 LELAND AVE","2","10472","","1131375","BRONX","NY","201-711-1254","","","C","11","19","1957","0.5908184"
"933","","","","","","","","","","","","","","","","","","","","","","","",""
"934"," 698","15555187","COHEN","JOHN","","","4/9/1948","M","812-60-1610","660 SAINT ANNS AVE","3A","10455","","1015243","BRONX","NY","917-157-8238","","","","4","9","1948",""
"935","2248","16025937","COHEN","JOHN","","","10/11/1920","M","","660 SAINT ANNS AVE","3A","10455","","1015519","BRONX","NY","917-157-8238","","","","10","11","1920","0.5908173"
"936","","","","","","","","","","","","","","","","","","","","","","","",""
"937"," 341","15493998","HOPKINS","LAUREL","","","10/13/2003","F","","600 E 163RD ST","2E","10456","","1250631","BRONX","NY","845-637-9911","","","","10","13","2003",""
"938","1894","15783054","HOPKINS","LAUREL","","","12/18/1976","F","891-44-3080","600 E 141ST ST","2E","10454","","1250519","BRONX","NY","845-637-9911","LHOPKINS@AMGGT.COM","","","12","18","1976","0.5907956"
"939","","","","","","","","","","","","","","","","","","","","","","","",""
"940"," 909","15754658","HERVEY","BRANDY","","","11/27/2012","F","","10433 142ND ST","PVT","11435","","4750610","JAMAICA","NY","518-815-5958","BHERVEY@AMGGT.COM","","","11","27","2012",""
"941","2457","15815785","HERVEY","BRANDY","","","5/21/2003","F","","10451 142ND ST","BSMT","11435","","4750621","JAMAICA","NY","518-815-5958","","","","5","21","2003","0.5907813"
"942","","","","","","","","","","","","","","","","","","","","","","","",""
"943","1304","15550709","PARKS","JACK","ROGER","","5/28/2007","M","","1261 MERRIAM AVE","2J","10452","",NA,"BRONX","NY","","","","R","5","28","2007",""
"944","2843","15715334","PARKS","JOHN","ROY","","5/28/2007","M","890-10-8239","1261 MERRIAM AVE","2J","10452","JOYCE"," 836695","BRONX","NY","908-573-9771","JPARKS@AMGGT.COM","","R","5","28","2007","0.5906427"
"945","","","","","","","","","","","","","","","","","","","","","","","",""
"946","  62","15411139","LIN","TASHA","","","7/13/1960","F","","700 E 141ST ST","6C","10454","NELSON","4773488","BRONX","NY","732-977-3779","TLIN@AMGGT.COM","","","7","13","1960",""
"947","1617","15841918","LIN","TASHA","VERONICA","","7/13/1970","F","829-15-7364","700 E 141ST ST","6 C","10454","","4773495","BRONX","NY","631-730-2451","","","V","7","13","1970","0.5905823"
"948","","","","","","","","","","","","","","","","","","","","","","","",""
"949","1243","15489267","LEMA","KEITH","","","7/28/2003","M","850-29-6418","1466 GRAND CONCOURSE","4D","10457",""," 716015","BRONX","NY","934-118-4048","","","","7","28","2003",""
"950","2785","15648450","LEMA","MICHAEL","","","7/28/2003","M","","1466 GRAND CONCOURSE","4D","10457",""," 784266","BRONX","NY","","","","","7","28","2003","0.5904994"
"951","","","","","","","","","","","","","","","","","","","","","","","",""
"952"," 360","15528655","DILLARD","CEARRA","","","3/19/2007","F","848-73-8102","480 E 143RD ST","1B","10454","","1286144","BRONX","NY","934-549-6374","CDILLARD@AMGGT.COM","","","3","19","2007",""
"953","1913","15765934","DILLARD","CEARRA","","","10/20/1978","F","","480 E 143RD ST","1B","10454","","1286015","BRONX","NY","934-549-6374","","","","10","20","1978","0.5904104"
"954","","","","","","","","","","","","","","","","","","","","","","","",""
"955"," 149","15546754","FLORES","MARELYN","","","10/14/1973","F","817-08-9062","402 E 136TH ST","8","10454","","4750315","BRONX","NY","610-283-2639","","","","10","14","1973",""
"956","1703","15681417","FLORES","MARELYN","","","8/14/2004","F","","402 E 136TH ST","8","10454","","4750324","BRONX","NY","610-283-2639","","","","8","14","2004","0.5896456"
"957","","","","","","","","","","","","","","","","","","","","","","","",""
"958"," 228","15762546","JONES","MARGIE","","","2/7/2008","F","","9345 212TH PL","PH","11428","","1314095","QUEENS VLG","NY","845-947-4653","MJONES@AMGGT.COM","","","2","7","2008",""
"959","1781","15775239","JONES","MARGIE","","","10/27/1978","F","855-45-7460","9345 212TH PL","PH","11428","","1314086","QUEENS VLG","NY","845-947-4653","","","","10","27","1978","0.5896232"
"960","","","","","","","","","","","","","","","","","","","","","","","",""
"961","  73","15629491","POTTER","XOCHIL","PAMELA","","4/17/1944","F","810-95-0778","31 ALLE STREET","1","10002","","4759858","NEW YORK","NY","551-969-2236","","","P","4","17","1944",""
"962","1628","15931288","POTTER","XOCHIL","","","4/17/1954","F","810-95-7779","5106 6TH AVE","1FL","11220","","4759845","BROOKLYN","NY","","","","","4","17","1954","0.5896224"
"963","","","","","","","","","","","","","","","","","","","","","","","",""
"964","1097","15386029","HOLT","ALICIA","","","9/6/2003","F","","563 BOLTON AVE","1","10473","","1265707","BRONX","NY","267-115-7717","","","","9","6","2003",""
"965","2643","15993537","HOLT","ALICIA","","","9/28/1984","F","861-94-4325","563 BOLTON AVE","1","10473","","1265853","BRONX","NY","267-115-7717","","","","9","28","1984","0.5895630"
"966","","","","","","","","","","","","","","","","","","","","","","","",""
"967","  14","15909222","NOONE","ANGELICA","","","4/5/1982","F","","2830 SCHLEY AVE","3C","10465","","1299320","BRONX","NY","929-940-4179","ANOONE@AMGGT.COM","","","4","5","1982",""
"968","1569","15993591","NCONE","ANGELICA","","","10/29/1999","F","","2830 SCHLEY AVE","3C","10465","","1299114","BRONX","NY","929-940-4179","","","","10","29","1999","0.5894936"
"969","","","","","","","","","","","","","","","","","","","","","","","",""
"970"," 598","15464797","ISA","BRYAN","","","10/17/1920","M","876-54-8577","500 KAPPOCK ST","6A","10463","","4774142","BRONX","NY","908-722-5606","","","","10","17","1920",""
"971","2149","15635989","ISA","BRYAN","RONALD","","4/23/1938","M","","500 KAPPOCK ST","6A","10463","","4774157","BRONX","NY","908-722-5606","","","R","4","23","1938","0.5894742"
"972","","","","","","","","","","","","","","","","","","","","","","","",""
"973"," 271","15925689","ECHEVARRIA","MARITZA","","","3/25/1982","F","855-38-4565","1265 GERARD AVE","5F","10452","","4817691","BRONX","NY","848-123-1310","","","","3","25","1982",""
"974","1825","16014102","ECHEVARRIA","MARITZA","","","10/14/1954","F","","1265 GERARD AVE","5F","10452","","4817709","BRONX","NY","848-123-1310","","","","10","14","1954","0.5894742"
"975","","","","","","","","","","","","","","","","","","","","","","","",""
"976"," 171","15771230","MAAS","RAY","JOHN","","9/24/1969","M","","4040 BRONX BLVD","2D","10466","","1102730","BRONX","NY","862-442-1601","","","J","9","24","1969",""
"977","1725","15917913","MAAS","RAY","","","10/17/1945","M","896-82-2751","4040 BRONX BLVD","2D","10466","","1102858","BRONX","NY","862-442-1601","","","","10","17","1945","0.5894725"
"978","","","","","","","","","","","","","","","","","","","","","","","",""
"979","1470","15522723","DILLON","KONALD","","","12/24/1954","M","","1661 TOPPING AVE","B","10457","","4818597","BRONX","NY","917-151-9688","","","","12","24","1954",""
"980","2996","15616950","DILLON","RONALD","ALAN","","12/24/1951","M","828-53-7376","1055 UNIV AVE","2J","10452","","4818598","BRONX","NY","917-151-9688","RDILLON@AMGGT.COM","","A","12","24","1951","0.5894677"
"981","","","","","","","","","","","","","","","","","","","","","","","",""
"982"," 343","15581746","BONILLA","CRECENCIA","","","12/22/1965","F","","958 EASTERPARKWAY","2","11213","","4818410","BROOKLYN","NY","610-109-3206","","","","12","22","1965",""
"983","1896","15797956","BONILLA","CRECENCIA","","","12/22/1955","","","858 EASTERN PKWY","2","11213","","4818423","BROOKLYN","NY","201-646-7620","","","","12","22","1955","0.5892659"
"984","","","","","","","","","","","","","","","","","","","","","","","",""
"985"," 663","15420161","NORTH","FELIX","","","7/22/1997","M","","534 GREENE AVE","3A","11216","","4799966","BROOKLYN","NY","551-944-6405","","","","7","22","1997",""
"986","2214","15604822","NORTH","FELIX","","","10/30/1937","M","","534 GREENE AVE","3B","11216","","4799965","BROOKLYN","NY","551-944-6405","","","","10","30","1937","0.5891234"
"987","","","","","","","","","","","","","","","","","","","","","","","",""
"988"," 273","15558480","LINSIN","JUAN","J","","10/19/1980","M","897-87-2972","1575 BERGEN ST","PVT","11213","","4780991","BROOKLYN","NY","551-913-2813","","","J","10","19","1980",""
"989","1827","15667904","LINSIN","JUAN","JASON","","12/28/2002","M","","171 UTICA AVE","1FL","11213","","4781008","BROOKLYN","NY","551-913-2813","","","J","12","28","2002","0.5891108"
"990","","","","","","","","","","","","","","","","","","","","","","","",""
"991","1117","15670513","FERGUSON","CAMILLA","S","","10/8/1980","F","897-49-5510","1523 UNIONPORT RD","1H","10462","","4753515","BRONX","NY","609-552-4653","","","S","10","8","1980",""
"992","2663","15949841","FERGUSON","CAMILLA","SUSAN","","12/2/2007","F","","1169 STRATFORD AVE","D","10472","","4753531","BRONX","NY","609-552-4653","","","S","12","2","2007","0.5891076"
"993","","","","","","","","","","","","","","","","","","","","","","","",""
"994","  31","15565729","TEUMBLE","EILEEN","","","12/18/1949","F","897-22-8387","427 W 26TH ST","3B","10001","","4753610","NEW YORK","NY","845-377-4027","","","","12","18","1949",""
"995","1586","15621327","TRIMBLE","EILEEN","ERIN","","12/19/1949","F","","127 W 26TH ST","3B","10001","LIDDELL","4753608","NEW YORK","NY","917-123-7424","ETRIMBLE@AMGGT.COM","","E","12","19","1949","0.5890382"
"996","","","","","","","","","","","","","","","","","","","","","","","",""
"997","1155","15598388","SHARP","TANYA","","","5/30/2008","F","","250 BROOK AVE","4F","10454","","1258142","BRONX","NY","610-786-9284","","","","5","30","2008",""
"998","2699","15658030","SHARP","TANYA","","","5/19/1951","F","896-03-1651","250 BROOK AVE","4F","10454","","1258294","BRONX","NY","610-786-9284","TSHARP@AMGGT.COM","","","5","19","1951","0.5890242"
"999","","","","","","","","","","","","","","","","","","","","","","","",""
"1000"," 114","15793527","AYEYE","JULIA","T","","10/23/2009","F","","1881 GRAND CONC","3A","10453","","4751879","BRONX","NY","347-135-2328","","","T","10","23","2009",""
"1001","1669","15893632","AYEYE","JULIA","","","7/2/1980","F","","1881 GRAND CONCOURSE","3 E","10453","","4751896","BRONX","NY","347-135-2328","JAYEYE@AMGGT.COM","","","7","2","1980","0.5889923"
"1002","","","","","","","","","","","","","","","","","","","","","","","",""
"1003"," 189","15604596","VOEGELE","ALICE","","","9/29/2003","F","","1408 WEBSTER AVE","14L","10456","","4753376","BRONX","NY","973-404-1682","AVOEGELE@AMGGT.COM","","","9","29","2003",""
"1004","1742","15701288","VOEGELE","ALICE","","","9/17/1978","F","805-26-6583","1408 WEBSTER AVE","14L","10456","","4753368","BRONX","NY","973-404-1682","","","","9","17","1978","0.5884875"
"1005","","","","","","","","","","","","","","","","","","","","","","","",""
"1006"," 320","15901888","VERDUGO","TARA","","","4/1/2013","F","","600 W 192ND ST","22","10040","","1197344","NEW YORK","NY","908-621-7614","TVERDUGO@AMGGT.COM","","","4","1","2013",""
"1007","1873","16009235","VERDUGO","TARA","","","10/15/1995","F","","600 W 192ND ST","22","10040","","1197095","NEW YORK","NY","908-621-7614","","","","10","15","1995","0.5880260"
"1008","","","","","","","","","","","","","","","","","","","","","","","",""
"1009"," 158","15779659","EGBERT","NORMA","JEAN","","9/4/1954","F","","1030 REV JAMES A POLITE AVE","3D","10459","","1269493","BRONX","NY","551-783-6236","NEGBERT@AMGGT.COM","","J","9","4","1954",""
"1010","1712","15788397","EGBERT","NORMA","JEAN","","10/12/1999","F","","2985 BOTANACLE GDN STREET","2A","10459","","1269305","BRONX","NY","551-783-6236","","","J","10","12","1999","0.5879864"
"1011","","","","","","","","","","","","","","","","","","","","","","","",""
"1012"," 406","15428113","WATSON","MARY","JEANETTE","","12/13/1927","F","","1026 E 180TH ST","5 O","10460","","4800315","BRONX","NY","570-210-6749","","","J","12","13","1927",""
"1013","1958","15674094","WATSON","MARY","JEANETTE","","12/14/1927","F","801-84-0392","830 SO BOULEVARD","4FL","10459","","4800300","BRONX","NY","908-462-8008","MWATSON@AMGGT.COM","","J","12","14","1927","0.5877940"
"1014","","","","","","","","","","","","","","","","","","","","","","","",""
"1015"," 993","15524095","ROSOFSKY","MYRA","A","","10/14/2008","F","","31 MOUNT HOPE PL","22","10453","","4780920","BRONX","NY","347-249-6739","","","A","10","14","2008",""
"1016","2541","16008910","ROSOFSKY","MYRA","","","4/25/1983","F","","31 MOUNT HOPE PL","22","10453","","4780928","BRONX","NY","347-249-6739","MROSOFSKY@AMGGT.COM","","","4","25","1983","0.5876028"
"1017","","","","","","","","","","","","","","","","","","","","","","","",""
"1018"," 492","15657088","WILDER","WYNNE","","","10/22/1982","F","885-06-0559","910 HOME ST","1R","10459","","4786177","BRONX","NY","848-218-6710","","","","10","22","1982",""
"1019","2044","15742877","WILDER","WYNNE","","","12/23/2007","F","","910 HOME ST","11 C","10459","","4786191","BRONX","NY","848-218-6710","WWILDER@AMGGT.COM","","","12","23","2007","0.5875766"
"1020","","","","","","","","","","","","","","","","","","","","","","","",""
"1021"," 726","15795546","WALLACE","LEAH","","","12/28/1948","F","","1014 GERARD AVE","5B","10452","","4766365","BRONX","NY","934-717-8079","LWALLACE@AMGGT.COM","","","12","28","1948",""
"1022","2276","15988078","WALLACE","LEAH","","","10/12/1929","F","878-33-6073","10006 GERALD AVE","3B","10452","","4766371","BRONX","NY","934-717-8079","","","","10","12","1929","0.5873170"
"1023","","","","","","","","","","","","","","","","","","","","","","","",""
"1024","  81","15824378","SHAPS","DEANNA","NECHAMA","","9/11/1945","F","","1867 BRONXDALE AVE # 1","2","10462","","1309733","BRONX","NY","862-856-3896","","","N","9","11","1945",""
"1025","1636","15925883","SHAPS","DEANNA","NECHAMA","","10/5/1920","F","804-70-9312","2260 UNIVERSITY AVE","5E","10468","","1309668","BRONX","NY","862-856-3896","","","N","10","5","1920","0.5872048"
"1026","","","","","","","","","","","","","","","","","","","","","","","",""
"1027","1108","15578911","STEFANELLI","TRACEY A","","","12/22/1955","F","803-05-1597","197 MADISON ST","19","10002","","4830653","NEW YORK","NY","518-624-9765","","","","12","22","1955",""
"1028","2654","15911094","STEFANELLI","TRACEY A","","","12/22/1945","F","","207 MADISON ST","18","10002","","4830666","NEW YORK","NY","","","","","12","22","1945","0.5871082"
"1029","","","","","","","","","","","","","","","","","","","","","","","",""
"1030"," 538","15442441","HENDON","TREVA","KATHERINE","","7/18/2005","F","","1890 CROTONA PKWY","41","10460","","4772685","BRONX","NY","347-382-4126","","","K","7","18","2005",""
"1031","2089","15818329","HENDON","TREVA","","","10/7/1985","F","810-20-1147","1890 CROTONA PKWY","41","10460","","4772672","BRONX","NY","347-382-4126","","","","10","7","1985","0.5870640"
"1032","","","","","","","","","","","","","","","","","","","","","","","",""
"1033"," 729","15627533","RANDAZZO","CLAUDINE","","","10/7/2015","F","","2785 SEDGEWICK AVE","5D","10468","","4776004","BRONX","NY","201-343-9430","","","","10","7","2015",""
"1034","2279","16012164","RANDAZZO","CLAUDINE","","","8/18/1995","F","870-65-0312","2785 SEDGEWICK AVE","5D","10468","","4775985","BRONX","NY","201-343-9430","","","","8","18","1995","0.5870639"
"1035","","","","","","","","","","","","","","","","","","","","","","","",""
"1036"," 201","15448758","SARTIN","ANNA","","","2/24/1996","F","813-57-4166","480 SAINT NICHOLAS AVE","4D","10030","FERRARI"," 764277","NEW YORK","NY","570-560-4569","ASARTIN@AMGGT.COM","","","2","24","1996",""
"1037","1754","15747389","SARTIN","ANNA","","","2/24/1969","F","","480 SAINT NICHOLAS AVE","4D","10030","FERRARI",NA,"NEW YORK","NY","","","","","2","24","1969","0.5869924"
"1038","","","","","","","","","","","","","","","","","","","","","","","",""
"1039","1002","15812077","MATEO","ELLA","","","7/1/1928","F","835-20-0908","4022 CASE ST","2FL","11373","","4770926","ELMHURST","NY","845-810-4997","","","","7","1","1928",""
"1040","2550","15984994","MATEO","ELLA","MARIE","","11/22/1951","F","","4022 CASE ST","3FL","11373","","4770941","ELMHURST","NY","845-810-4997","EMATEO@AMGGT.COM","","M","11","22","1951","0.5868998"
"1041","","","","","","","","","","","","","","","","","","","","","","","",""
"1042","1147","15736988","STIGALL","VANESSA","","","10/22/2015","F","","2860 DECATUR AVE","35B","10458","","4781959","BRONX","NY","848-513-9422","","","","10","22","2015",""
"1043","2691","15775732","STIGALL","VANESSA","","","12/10/1989","F","872-82-6944","2860 DECATUR AVE","35B","10458","MORDHORST","4781952","BRONX","NY","848-513-9422","VSTIGALL@AMGGT.COM","","","12","10","1989","0.5868824"
"1044","","","","","","","","","","","","","","","","","","","","","","","",""
"1045"," 177","15814592","ALTMAN","CHRISTINA","","","10/27/1972","F","","211 W 145TH ST","1AA","10039","","1308230","NEW YORK","NY","551-311-5662","","","","10","27","1972",""
"1046","1731","15980969","ALTMAN","CHRISTINA","","","12/30/2003","F","872-77-4611","211 W 145TH ST","1AA","10039","","1308317","NEW YORK","NY","551-311-5662","","","","12","30","2003","0.5868812"
"1047","","","","","","","","","","","","","","","","","","","","","","","",""
"1048"," 646","15711065","RUSSELL","ASHLEY","KARA","","12/30/2012","F","","3609 BROADWAY","7E","10031","","1236946","NEW YORK","NY","973-866-3696","","","K","12","30","2012",""
"1049","2197","15958991","RUSSELL","ASHLEY","M","","10/29/1995","F","811-91-9994","3609 BROADWAY","7E","10031","","1236672","NEW YORK","NY","973-866-3696","","","M","10","29","1995","0.5868784"
"1050","","","","","","","","","","","","","","","","","","","","","","","",""
"1051"," 421","15457580","MEIER","EDWARD","","","12/18/1977","M","","1325 EDWARD L GRANT HWY","46","10452","","4803990","BRONX","NY","","","","","12","18","1977",""
"1052","1973","15950616","MEIER","EDWARD","KENNETH","","12/18/1947","M","865-91-9084","1325 ED L GRANT HIGHWAY","4G","10452","","4803994","BRONX","NY","570-230-8121","EMEIER@AMGGT.COM","","K","12","18","1947","0.5866218"
"1053","","","","","","","","","","","","","","","","","","","","","","","",""
"1054"," 968","15436604","LONG","LIONEL","","","10/2/2004","M","","550 W 144TH ST","35","10031",""," 979172","NEW YORK","NY","917-787-4074","","","","10","2","2004",""
"1055","2516","15837912","LONG","LIONEL","JARED","","9/26/1978","M","869-51-2917","550 W 144TH ST","35","10031",""," 978955","NEW YORK","NY","917-787-4074","","","J","9","26","1978","0.5866121"
"1056","","","","","","","","","","","","","","","","","","","","","","","",""
"1057"," 496","15874295","VELDERS","VICTORIA","","","8/14/2012","F","","1861 SCHIEFFELIN PL","2B","10466","","4752536","BRONX","NY","732-735-5371","VVELDERS@AMGGT.COM","","","8","14","2012",""
"1058","2048","15926654","VELDERS","VICTORIA","SHANNON","","10/18/1987","F","877-95-0910","1861 SCHIEFFELIN PL","2B","10466","","4752533","BRONX","NY","732-735-5371","","","S","10","18","1987","0.5864135"
"1059","","","","","","","","","","","","","","","","","","","","","","","",""
"1060"," 902","15531838","KEANE","PATRICIA","","","6/18/1983","F","866-88-5594","1524 LELAND AVE","1C","10460","","1357856","BRONX","NY","212-549-5207","","","","6","18","1983",""
"1061","2451","15648219","KEANE","PATRICIA","","","11/19/2011","F","","1524 LELAND AVE","1C","10460","","1357809","BRONX","NY","212-549-5207","","","","11","19","2011","0.5864129"
"1062","","","","","","","","","","","","","","","","","","","","","","","",""
"1063"," 636","15403418","FOKAS","CELIA","SHU","","5/20/2015","F","","105 WILLIS AVE","3F","10454","","1233000","BRONX","NY","934-822-5644","","","S","5","20","2015",""
"1064","2187","15754613","FOKAS","CELIA","","","11/28/1990","F","882-13-4821","105 WILLIS AVE","3F","10454","","1232840","BRONX","NY","934-822-5644","CFOKAS@AMGGT.COM","","","11","28","1990","0.5864112"
"1065","","","","","","","","","","","","","","","","","","","","","","","",""
"1066"," 693","15654730","CLARK","STEPHANIE","","","7/24/2014","F","","950 ALDUS ST","4B","10459","","1327185","BRONX","NY","609-440-4818","","","","7","24","2014",""
"1067","2243","15889863","CLARK","STEPHANIE","","","10/26/1993","F","","950 ALDUS ST","4B","10459","","1327070","BRONX","NY","609-440-4818","","","","10","26","1993","0.5861425"
"1068","","","","","","","","","","","","","","","","","","","","","","","",""
"1069","1150","15877016","EMERICK","AOI","","","10/28/1990","F","","9004 186TH ST","PVH","11423","","1318835","HOLLIS","NY","845-223-9548","","","","10","28","1990",""
"1070","2694","15894460","EMERICK","AOI","","","12/6/2009","F","","9004 186TH ST","PH","11423","","1319025","HOLLIS","NY","845-223-9548","AEMERICK@AMGGT.COM","","","12","6","2009","0.5861368"
"1071","","","","","","","","","","","","","","","","","","","","","","","",""
"1072"," 607","15423013","IQBAL","MALAIKA","","","10/3/2009","F","","16605 HIGHLAND AVE","3D","11432","","4776084","JAMAICA","NY","570-450-6266","","","","10","3","2009",""
"1073","2158","15606466","IQBAL","MALAIKA","","","3/15/2011","F","","16605 HIGHLAND AVE","3B","11432","","4776101","JAMAICA","NY","570-450-6266","MIQBAL@AMGGT.COM","","","3","15","2011","0.5860525"
"1074","","","","","","","","","","","","","","","","","","","","","","","",""
"1075"," 947","15825910","HOEY","MARY","","","3/15/1952","F","","918 E 233RD ST","PH","10466","","1252669","BRONX","NY","929-917-9203","MHOEY@AMGGT.COM","","","3","15","1952",""
"1076","2495","15890822","HOEY","MARY","","","10/23/2002","F","816-63-8300","918 E 233RD ST","PH","10466","","1252589","BRONX","NY","929-917-9203","","","","10","23","2002","0.5857160"
"1077","","","","","","","","","","","","","","","","","","","","","","","",""
"1078"," 531","15447919","VUE","BETTY","","","10/29/2007","F","","2721 BARKER AVE","S32","10467","","1269713","BRONX","NY","732-505-8024","","","","10","29","2007",""
"1079","2082","15903362","VUE","BETTY","","","9/15/1971","F","882-15-8522","2721 BARKER AVE","S32","10467","","1269886","BRONX","NY","732-505-8024","","","","9","15","1971","0.5857146"
"1080","","","","","","","","","","","","","","","","","","","","","","","",""
"1081"," 298","15549899","ELLIS","HEIDI","","","10/22/1986","F","832-04-3354","1005 E 179TH ST","4G","10460","","4751596","BRONX","NY","203-385-4394","","","","10","22","1986",""
"1082","1852","15800906","ELLIS","HEIDI","","","12/18/2005","F","","1005 E 179TH ST","4G","10460","","4751603","BRONX","NY","203-385-4394","HELLIS@AMGGT.COM","","","12","18","2005","0.5855316"
"1083","","","","","","","","","","","","","","","","","","","","","","","",""
"1084"," 230","15501199","CAUSEY","LORAN","J","","12/12/1929","F","","350 S 4TH ST","5 B","11211","","4770631","BROOKLYN","NY","","LCAUSEY@AMGGT.COM","","J","12","12","1929",""
"1085","1783","15790059","CAUSEY","LORAN","Q","","12/11/1929","F","","350 S 4TH ST","5B","11211","","4770614","BROOKLYN","NY","973-565-1188","","","Q","12","11","1929","0.5854907"
"1086","","","","","","","","","","","","","","","","","","","","","","","",""
"1087","1183","15615787","SMITH","RYELZON","","","3/8/1995","M","","1350 WASHINGTON AVE","2A","10456",""," 854533","BRONX","NY","","","","","3","8","1995",""
"1088","2727","15951630","SMITH","LEVI","","","3/8/1995","M","823-03-1873","1350 WASHINGTON AVE","2A","10456",""," 855540","BRONX","NY","267-441-5255","LSMITH@AMGGT.COM","","","3","8","1995","0.5852031"
"1089","","","","","","","","","","","","","","","","","","","","","","","",""
"1090","1330","15468600","LOPEZ","THOMAS","","","12/8/2002","M","805-28-9256","350 BROADWAY","2","11211",""," 813202","BROOKLYN","NY","917-471-5579","TLOPEZ@AMGGT.COM","","","12","8","2002",""
"1091","2862","15784375","LOPEZ","TONY","JR","","12/8/2002","M","805-28-5763","350 BROADWAY","2","11211","",NA,"BROOKLYN","NY","","","","J","12","8","2002","0.5849848"
"1092","","","","","","","","","","","","","","","","","","","","","","","",""
"1093","1331","15692153","LOPEZ","THOMAS","","","12/8/2002","M","805-28-9256","350 BROADWAY","2","11211",""," 770375","BROOKLYN","NY","267-956-4339","","","","12","8","2002",""
"1094","2862","15784375","LOPEZ","TONY","JR","","12/8/2002","M","805-28-5763","350 BROADWAY","2","11211","",NA,"BROOKLYN","NY","","","","J","12","8","2002","0.5849848"
"1095","","","","","","","","","","","","","","","","","","","","","","","",""
"1096"," 292","15426330","BENITEZ","GABRAELA","","","10/20/1940","F","","12706 SOUTH ROAD","PH","11420","","4810752","SO OZONE PK","NY","347-417-7880","","","","10","20","1940",""
